product_id,product_code,stock
100957, HM6412600834352, 1
100958, HM6412600834369, 1
100959, HM6412600834376, 1
100960, HM6412600834383, 1
100961, HM6412600834390, 1
100962, HM6412600834406, 1
100963, HM6412600834413, 1
100964, HM6412600834420, 1
100965, HM6412600848328, 1
100966, HM6412600848335, 1
100967, HM6412600848342, 1
100968, HM6412600848359, 1
100969, HM6412600848366, 1
100970, HM6412600848373, 1
100971, HM6412600858020, 2
100972, HM6412600858037, 2
100973, HM6412600816433, 1
100974, HM6412600834703, 1
100975, HM6412600834710, 1
100976, HM6412600834727, 1
100977, HM6412600834734, 1
100978, HM6412600831313, 1
100979, HM6412600831405, 1
100980, HM6412600836912, 1
100981, HM6412600849813, 21
100982, HM6412600859843, 1
100983, HM6412600849714, 1
100984, HM6412600834291, 1
100985, HM6412600834215, 1
100986, HM6412600834222, 1
100987, HM6412600834239, 1
100988, HM6412600832600, 1
100989, HM6412600832617, 1
100990, HM6412600832624, 1
100991, HM6412600832631, 1
100992, HM6412600832648, 1
100993, HM6412600832655, 1
100994, HM6412600817591, 1
100995, HM6412600817416, 1
100996, HM6412600843361, 1
100997, HM6412600843675, 1
100998, HM6412600843330, 1
100999, HM6412600843743, 1
101000, HM6412600843347, 1
101001, HM6412600843729, 1
101002, HM6412600843712, 1
101003, HM6412600843200, 1
101004, HM6412600813357, 1
101005, HM6412600813432, 1
101006, HM6412600813890, 1
101007, HM6412600813449, 1
101008, HM6412600816389, 1
101009, HM6412600814972, 1
101010, HM6412600813302, 1
101011, HM6412600813340, 1
101012, HM6412600813371, 1
101013, HM6412600813364, 1
101014, HM6412600815009, 1
101015, HM6412600815016, 1
101016, HM6412600814927, 1
101017, HM6412600814934, 1
101018, HM6412600813333, 1
101019, HM6412600813388, 1
101020, HM6412600807424, 1
101021, HM6412600807431, 1
101022, HM6412600807479, 1
101023, HM6412600817942, 1
101024, HM6412600816150, 1
101025, HM6412600816167, 3
101026, HM6412600817881, 4
101027, HM6412600815771, 1
101028, HM6412600818130, 1
101029, HM6412600837353, 1
101030, HM6412600837469, 1
101031, HM6412600831832, 1
101032, HM6412600831849, 1
101033, HM6412600843644, 1
101034, HM6412600843354, 1
101035, HM6412600843613, 1
101036, HM6412600843316, 1
101037, HM6412600843781, 1
101038, HM5904139440520, 1
101039, HM5903641982849, 1
101040, HM5903641982795, 1
101041, HM5903641981842, 1
101042, HM5903641981859, 1
101043, HM5901810000905, 1
101044, HM5901810001254, 1
101045, HM5901810004095, 1
101046, HM5901810004491, 1
101047, HM5901810005337, 1
101048, HM5901810005771, 1
101049, HM5901810006150, 1
101050, HM5901810006174, 1
101051, HM5901810007683, 1
101052, HM5901810007737, 1
101053, HM5901810004392, 1
101054, HM5901810005764, 1
101055, HM5901810006006, 1
101056, HM5901810006228, 1
101057, HM5901810003166, 1
101058, HM5901810005498, 1
101059, HM5901810004910, 1
101060, HM5901810006235, 1
101061, HM5901810001964, 1
101062, HM5901810006259, 1
101063, HM5901810006426, 1
101064, HM5901810004934, 1
101065, HM5901810005825, 1
101066, HM5901810006013, 1
101067, HM5901810006860, 1
101068, HM5901810005900, 1
101069, HM5901810005016, 1
101070, HM5901810004569, 1
101071, HM5901810004149, 1
101072, HM5901810003197, 1
101073, HM5901810005818, 1
101074, HM5901810001322, 1
101075, HM5901810006440, 1
101076, HM5901810003043, 1
101077, HM5901810004668, 1
101078, HM5901810005962, 1
101079, HM5901810006945, 1
101080, HM5901810002930, 1
101081, HM5901810000158, 1
101082, HM5901810002626, 1
101083, HM5901810005757, 1
101084, HM5901810006242, 1
101085, HM5901810006853, 1
101086, HM5901810005979, 1
101087, HM5901810006020, 1
101088, HM5901810002640, 1
101089, HM5901810000080, 1
101090, HM5901810004996, 1
101091, HM5901810006730, 1
101092, HM5901810002633, 1
101093, HM5901810001094, 1
101094, HM5901810003210, 1
101095, HM5901810005535, 1
101096, HM5901810001391, 1
101097, HM5901810006822, 1
101098, HM5901810005689, 1
101099, HM5901810005528, 1
101100, HM5901810002916, 1
101101, HM5901810000479, 1
101102, HM5901810000592, 1
101103, HM5901810005955, 1
101104, HM5901810006419, 1
101105, HM5901810001926, 1
101106, HM5901810000387, 1
101107, HM5901810001629, 1
101108, HM5901810006433, 1
101109, HM5901810006839, 1
101110, HM5901810002893, 1
101111, HM5901810002886, 1
101112, HM5901810003111, 1
101113, HM5901810005665, 1
101114, HM5901810006884, 1
101115, HM5901810006938, 1
101116, HM5901810005672, 1
101117, HM5901810006402, 1
101118, HM5901810000011, 1
101119, HM5901810001001, 1
101120, HM5901810003067, 1
101121, HM5901810006051, 1
101122, HM5901810004286, 1
101123, HM5901810004590, 1
101124, HM5901810000646, 1
101125, HM5901810002121, 1
101126, HM5901810002718, 1
101127, HM5901810003104, 1
101128, HM5901810005283, 1
101129, HM5901810005733, 1
101130, HM5901810005504, 1
101131, HM5901810000745, 1
101132, HM5901810004583, 1
101133, HM5901810006754, 1
101134, HM5901810000028, 1
101135, HM5901810000561, 1
101136, HM5901810002749, 1
101137, HM5901810003074, 1
101138, HM5901810006921, 1
101139, HM5901810002923, 1
101140, HM5901810000196, 1
101141, HM5901810004675, 1
101142, HM5901810002770, 1
101143, HM5901810003289, 1
101144, HM5901810004347, 1
101145, HM5901810005641, 1
101146, HM5901810002961, 1
101147, HM5901810007393, 1
101148, HM5901810000486, 1
101149, HM5901810003142, 1
101150, HM5901810006808, 1
101151, HM5901810003098, 1
101152, HM5901810000912, 1
101153, HM5901810003661, 0
101154, HM5901810006815, 1
101155, HM5901810000127, 1
101156, HM5901810005894, 1
101157, HM5901810007324, 1
101158, HM5901810003050, 1
101159, HM5901810003685, 1
101160, HM5901810007294, 1
101161, HM5901810004972, 1
101162, HM5901810007300, 1
101163, HM5901810007287, 1
101164, HM5901810006747, 1
101165, HM5901810005696, 1
101166, HM5901810001216, 1
101167, HM5901810006792, 1
101168, HM5901810006167, 1
101169, HM5901810003265, 1
101170, HM5901810006136, 1
101171, HM5901810006914, 1
101172, HM5901810003654, 1
101173, HM5901810005290, 1
101174, HM5901810005306, 1
101175, HM5901810005849, 1
101176, HM5901810007317, 1
101177, HM5901810003494, 1
101178, HM5901810005986, 1
101179, HM5901810006907, 1
101180, HM5901810007485, 1
101181, HM5901810006143, 1
101182, HM5901810006877, 1
101183, HM5901810007416, 1
101184, HM5901810007423, 1
101185, HM5901810007430, 1
101186, HM5901810003128, 1
101187, HM5901810049386, 1
101188, HM5901810000608, 1
101189, HM5901810005344, 1
101190, HM5901810001858, 1
101191, HM5901810003203, 1
101192, HM5901810005795, 1
101193, HM5901810005993, 1
101194, HM5901810004576, 1
101195, HM5901810006891, 0
101196, HM5901810000288, 1
101197, HM5901810004460, 1
101198, HM5901810005320, 1
101199, HM5901810001490, 1
101200, HM5901810003180, 1
101201, HM5901810001759, 1
101202, HM5901810007362, 1
101203, HM5901810004361, 1
101204, HM5901810004903, 1
101205, HM5901810007843, 1
101206, HM5901810001414, 1
101207, HM5901810006471, 1
101208, HM5901810004118, 1
101209, HM5901810007850, 1
101210, HM5901810004811, 1
101211, HM5901810000790, 1
101212, HM5901810001957, 1
101213, HM5901810002756, 1
101214, HM5901810000929, 1
101215, HM5901810002671, 1
101216, HM5901810005542, 1
101217, HM5901810003319, 1
101218, HM5901810041519, 1
101219, HM5901810003326, 1
101220, HM5901810004538, 1
101221, HM5901810004835, 1
101222, HM5901810001421, 1
101223, HM5901810003272, 1
101224, HM5901810006099, 1
101225, HM5901810008222, 1
101226, HM5901810008246, 1
101227, HM5901810002688, 1
101228, HM5901810008215, 1
101229, HM5901810004989, 1
101230, HM5901810008208, 1
101231, HM5901810008192, 1
101232, HM5901810008185, 1
101233, HM5901810000103, 1
101234, HM5902539711509, 1
101235, HM5902539711493, 1
101236, HM5902539711523, 1
101237, HM5902539711516, 1
101238, HM5902539711530, 1
101239, HM5902539711349, 1
101240, HM5902539711325, 1
101241, HM5902539714142, 1
101242, HM5902539714999, 1
101243, HM5902539700114, 1
101244, HM5902539711585, 1
101245, HM5902539711561, 1
101246, HM5902539711578, 1
101247, HM5902539711554, 1
101248, HM5902539711110, 1
101249, HM5902539711103, 1
101250, HM5902539713114, 1
101251, HM5902539713107, 1
101252, HM5902539713121, 1
101253, HM5902539713138, 1
101254, HM5902539711066, 1
101255, HM5901878684123, 1
101256, HM5901878684130, 1
101257, HM5901878684147, 1
101258, HM5901878684154, 1
101259, HM5901878684253, 1
101260, HM5901878684840, 1
101261, HM5902539711134, 1
101262, HM5902539711141, 1
101263, HM5902539711158, 1
101264, HM5902539716931, 1
101265, HM5902539716948, 1
101266, HM5902539715101, 1
101267, HM5902539715156, 1
101268, HM5902539716443, 1
101269, HM5902539716436, 1
101270, HM5902539716429, 1
101271, HM5902539716696, 1
101272, HM5902539716672, 1
101273, HM5901878684543, 1
101274, HM5901878684703, 1
101275, HM5901878684680, 1
101276, HM5902539717556, 1
101277, HM5902539717563, 1
101278, HM5902539717549, 1
101279, HM5902539713510, 1
101280, HM5902539716047, 1
101281, HM5902539714371, 1
101282, HM5902539716085, 1
101283, HM5902539716108, 1
101284, HM5902539716115, 1
101285, HM5902539714333, 1
101286, HM5902539714357, 1
101287, HM5902539714395, 1
101288, HM5902539714388, 1
101289, HM5902539717082, 1
101290, HM5902539717129, 1
101291, HM5902539714401, 1
101292, HM5902539714418, 1
101293, HM5902539714425, 1
101294, HM5902539706741, 1
101295, HM5902539706734, 1
101296, HM5902539706758, 1
101297, HM5902539700183, 1
101298, HM5902539700190, 1
101299, HM5902539700206, 1
101300, HM5902539716481, 1
101301, HM5902539716498, 1
101302, HM5902539716504, 1
101303, HM5901878683386, 1
101304, HM5902539710274, 1
101305, HM5902539717310, 1
101306, HM5902539702477, 1
101307, HM5902539701128, 1
101308, HM5902539701142, 1
101309, HM5902539702583, 1
101310, HM5902539713961, 1
101311, HM5902539713992, 1
101312, HM5902539710458, 1
101313, HM5902539710465, 1
101314, HM5902539711226, 1
101315, HM5997005303579, 1
101316, HM5997005301988, 1
101317, HM5997005302534, 1
101318, HM5907222052518, 1
101319, HM5907222052099, 1
101320, HM5907222052112, 1
101321, HM5907222052860, 1
101322, HM5902610971617, 1
101323, HM5902610970757, 1
101324, HM5902610971051, 1
101325, HM5902610970412, 1
101326, HM5902610970665, 1
101327, HM5902610970399, 1
101328, HM5902627624315, 1
101329, HM5902627624339, 1
101330, HM5902627624353, 1
101331, HM5902627624377, 1
101332, HM5902627624391, 1
101333, HM5902627624414, 1
101334, HM5907222052914, 1
101335, HM5907222052907, 1
101336, HM5904555695382, 1
101337, HM5904555695429, 1
101338, HM5904555695412, 1
101339, HM5904555695276, 1
101340, HM5904555695047, 1
101341, HM767332802312, 1
101342, HM767332152127, 1
101343, HM767332802701, 1
101344, HM767332808888, 1
101345, HM767332808635, 1
101346, HM767332808864, 1
101347, HM767332808932, 1
101348, HM767332109251, 1
101349, HM817777009439, 1
101350, HM6412600817577, 0
101351, HM6412600817386, 0
101352, HM6412600817584, 0
101353, HM6412600843682, 0
101354, HM6412600843668, 0
101355, HM6412600843170, 0
101356, HM6412600843750, 0
101357, HM6412600843705, 0
101358, HM6412600843699, 0
101359, HM6412600843194, 0
101360, HM6412600813319, 0
101361, HM6412600814965, 0
101362, HM6412600814910, 0
101363, HM6412600813418, 0
101364, HM6412600814866, 0
101365, HM6412600828573, 0
101366, HM6412600807417, 0
101367, HM6412600828559, 0
101368, HM6412600828580, 0
101369, HM6412600828597, 0
101370, HM6412600833560, 0
101371, HM6412600802207, 1
101372, HM6412600802429, 0
101373, HM6412600802283, 2
101374, HM6412600817812, 0
101375, HM6412600817966, 0
101376, HM6412600817850, 0
101377, HM6412600833546, 0
101378, HM6412600802580, 0
101379, HM6412600816068, 0
101380, HM6412600815924, 0
101381, HM6412600815962, 0
101382, HM6412600815931, 0
101383, HM6412600815917, 0
101384, HM6412600837346, 0
101385, HM6412600837339, 0
101386, HM6412600837599, 5
101387, HM6412600837575, 1
101388, HM6412600837582, 0
101389, HM6412600837605, 4
101390, HM6412600823851, 0
101391, HM6412600826654, 2
101392, HM6412600826661, 4
101393, HM6412600826678, 1
101394, HM6412600826685, 0
101395, HM6412600858679, 0
101396, HM6412600806809, 0
101397, HM6412600815535, 1
101398, HM6412600817478, 1
101399, HM6412600803211, 3
101400, HM6412600817683, 0
101401, HM6412600858693, 0
101402, HM6412600803242, 0
101403, HM6412600803259, 0
101404, HM6412600819939, 0
101405, HM6412600817645, 0
101406, HM6412600831856, 0
101407, HM6412600843637, 0
101408, HM6412600843620, 0
101409, HM6412600843323, 0
101410, HM5904139441039, 0
101411, HM5904139441046, 0
101412, HM5904139441053, 0
101413, HM5904139441060, 0
101414, HM5904139441077, 0
101415, HM5904139441183, 0
101416, HM5904139441176, 0
101417, HM5904139441169, 0
101418, HM5904139441152, 0
101419, HM5904139441145, 0
101420, HM5904139441107, 0
101421, HM5904139441138, 0
101422, HM5904139441121, 0
101423, HM5904139441114, 0
101424, HM5904139441091, 0
101425, HM5904139441084, 0
101426, HM5904139441190, 0
101427, HM5904139441206, 0
101428, HM5904139441213, 0
101429, HM5904139440803, 0
101430, HM5904139440629, 0
101431, HM5904139440636, 0
101432, HM5904139440643, 0
101433, HM5904139440650, 0
101434, HM5904139440667, 0
101435, HM5904139440674, 0
101436, HM5904139440681, 0
101437, HM5904139440698, 0
101438, HM5904139440704, 0
101439, HM5904139440711, 0
101440, HM5904139440728, 0
101441, HM5904139440735, 0
101442, HM5904139440742, 0
101443, HM5904139440018, 0
101444, HM5904139440025, 0
101445, HM5904139440032, 0
101446, HM5904139440049, 0
101447, HM5904139440056, 0
101448, HM5904139440117, 0
101449, HM5904139440100, 0
101450, HM5904139440070, 0
101451, HM5904139440384, 0
101452, HM5904139440087, 0
101453, HM5904139440209, 0
101454, HM5904139440216, 0
101455, HM5904139440223, 0
101456, HM5904139440230, 0
101457, HM5904139440247, 0
101458, HM5904139440254, 0
101459, HM5904139440858, 0
101460, HM5904139440759, 0
101461, HM5904139440766, 0
101462, HM5904139440773, 0
101463, HM5904139440780, 0
101464, HM5904139440414, 0
101465, HM5904139441442, 0
101466, HM5904139441435, 0
101467, HM5904139441428, 0
101468, HM5904139441411, 0
101469, HM5904139441404, 0
101470, HM5904139441398, 0
101471, HM5904139441381, 0
101472, HM5904139441374, 0
101473, HM5904139441367, 0
101474, HM5904139441350, 0
101475, HM5904139441343, 0
101476, HM5904139440896, 0
101477, HM5904139440971, 0
101478, HM5904139440964, 0
101479, HM5904139440957, 0
101480, HM5904139440940, 0
101481, HM5904139440933, 0
101482, HM5904139440926, 0
101483, HM5904139440919, 0
101484, HM5904139440902, 0
101485, HM5904139440339, 0
101486, HM5904139440353, 0
101487, HM5904139440346, 0
101488, HM5904139440377, 0
101489, HM5904139440360, 0
101490, HM5904139440391, 0
101491, HM5904139440544, 0
101492, HM5904139440537, 0
101493, HM5904139440599, 0
101494, HM5904139440582, 0
101495, HM5904139440605, 0
101496, HM5904139440575, 0
101497, HM5904139440568, 0
101498, HM5904139440551, 0
101499, HM5904139440612, 0
101500, HM5903641980623, 0
101501, HM5903641980531, 0
101502, HM5903641981767, 0
101503, HM5903641982764, 0
101504, HM5903641980128, 0
101505, HM5903641982276, 0
101506, HM5906660352365, 0
101507, HM5906660352341, 0
101508, HM5906660352167, 0
101509, HM5903641982092, 0
101510, HM5903641980111, 0
101511, HM5906660352075, 0
101512, HM5903641982832, 0
101513, HM5903641980944, 0
101514, HM5903641980739, 0
101515, HM5903641982511, 0
101516, HM5903641980500, 0
101517, HM5903641980425, 0
101518, HM5903641981880, 0
101519, HM5903641981873, 0
101520, HM5903641981866, 0
101521, HM5906660352297, 0
101522, HM5906660352105, 0
101523, HM5906660352464, 0
101524, HM5903641981927, 0
101525, HM5906660352181, 0
101526, HM5903641981941, 0
101527, HM5906660352129, 0
101528, HM5906660352150, 0
101529, HM5903641980555, 0
101530, HM5903641982009, 0
101531, HM5903641982856, 0
101532, HM5906660352136, 0
101533, HM5903641982085, 0
101534, HM5903641980517, 0
101535, HM5906660352402, 0
101536, HM5906660352099, 0
101537, HM5906660352273, 0
101538, HM5906660352112, 0
101539, HM5906660352143, 0
101540, HM5906660352280, 0
101541, HM5903641980005, 0
101542, HM5903641980579, 0
101543, HM5903641980524, 0
101544, HM5903641980692, 0
101545, HM5903641980647, 0
101546, HM5903641982627, 0
101547, HM5903641980166, 0
101548, HM5903641982122, 0
101549, HM5903641982016, 0
101550, HM5903641980630, 0
101551, HM5903641980142, 0
101552, HM5903641980333, 0
101553, HM5903641980432, 0
101554, HM5903641980159, 0
101555, HM5903641980470, 0
101556, HM5903641980449, 0
101557, HM5903641980456, 0
101558, HM5903641981491, 0
101559, HM5903641980487, 0
101560, HM5903641982030, 0
101561, HM5903641980586, 0
101562, HM5903641980593, 0
101563, HM5903641980418, 0
101564, HM5903641980951, 0
101565, HM5903641980609, 0
101566, HM5903641980562, 0
101567, HM5906660352204, 0
101568, HM5903641980722, 0
101569, HM5906660352228, 0
101570, HM5903641981996, 0
101571, HM5903641982504, 0
101572, HM5906660352495, 0
101573, HM5906660352471, 0
101574, HM5906660352488, 0
101575, HM5903641980364, 0
101576, HM5903641980715, 0
101577, HM5902627614460, 0
101578, HM5902627614446, 0
101579, HM5902627614439, 0
101580, HM5902627614453, 0
101581, HM5902627614422, 0
101582, HM5902627614477, 0
101583, HM5901698573638, 0
101584, HM5901698573645, 0
101585, HM5901698573652, 0
101586, HM5901698573669, 0
101587, HM5901698573676, 0
101588, HM5901698573683, 0
101589, HM5901698573843, 0
101590, HM5901698573706, 0
101591, HM5901698573744, 0
101592, HM5901698573775, 0
101593, HM5901698573782, 0
101594, HM5901698573799, 0
101595, HM5902627618666, 0
101596, HM5902627613647, 0
101597, HM5902627613678, 0
101598, HM5902627613692, 0
101599, HM5902627613715, 0
101600, HM5902627613760, 0
101601, HM5902627602894, 0
101602, HM5902627602900, 0
101603, HM5902627602917, 0
101604, HM5902627602924, 0
101605, HM5902627616204, 0
101606, HM5902627616181, 0
101607, HM5902627620300, 0
101608, HM5902627616198, 0
101609, HM5907546502874, 0
101610, HM5901698577797, 0
101611, HM5901698577803, 0
101612, HM5901698577810, 0
101613, HM5901698577827, 0
101614, HM5901698577834, 0
101615, HM5901698577841, 0
101616, HM5902627623172, 0
101617, HM5902627623189, 0
101618, HM5902627623202, 0
101619, HM5902627623226, 0
101620, HM5902627623240, 0
101621, HM5902627623264, 0
101622, HM5902627623288, 0
101623, HM5902627623301, 0
101624, HM5902627623325, 0
101625, HM5902627623349, 0
101626, HM5902627623363, 0
101627, HM5902627623387, 0
101628, HM5902627623400, 0
101629, HM5902627623424, 0
101630, HM5902627623448, 0
101631, HM5907546503185, 0
101632, HM5907546503215, 0
101633, HM5902627622830, 0
101634, HM5902627611681, 0
101635, HM5902627622847, 0
101636, HM5902627611759, 0
101637, HM5902627611780, 0
101638, HM5902627611711, 0
101639, HM5902627611797, 0
101640, HM5902627611766, 0
101641, HM5902627611704, 0
101642, HM5902627622861, 0
101643, HM5902627611810, 0
101644, HM5902627611735, 0
101645, HM5902627611698, 0
101646, HM5907546501044, 0
101647, HM5907546501068, 0
101648, HM5907546501075, 0
101649, HM5907546501129, 0
101650, HM5907546501174, 0
101651, HM5907546501198, 0
101652, HM5907546501211, 0
101653, HM5907546501242, 0
101654, HM5907546501297, 0
101655, HM5901698570262, 0
101656, HM5901698572327, 0
101657, HM5901698572334, 0
101658, HM5901698572358, 0
101659, HM5901698572365, 0
101660, HM5901698572372, 0
101661, HM5901698572389, 0
101662, HM5901698572396, 0
101663, HM5901698572402, 0
101664, HM5901698572419, 0
101665, HM5901698572433, 0
101666, HM5901698572457, 0
101667, HM5907546502591, 0
101668, HM5907546502614, 0
101669, HM5907546505752, 0
101670, HM5907546505738, 0
101671, HM5902627615870, 0
101672, HM5902627619199, 0
101673, HM5902627600050, 0
101674, HM5902627600067, 0
101675, HM5902627600074, 0
101676, HM5902627603785, 0
101677, HM5902627603792, 0
101678, HM5902627603808, 0
101679, HM5902627603815, 0
101680, HM5902627613234, 0
101681, HM5902627613227, 0
101682, HM5902627613210, 0
101683, HM5902627613203, 0
101684, HM5902627613340, 0
101685, HM5902627613326, 0
101686, HM5902627613364, 0
101687, HM5902627613371, 0
101688, HM5902627613388, 0
101689, HM5902627613418, 0
101690, HM5901698574109, 0
101691, HM5901698574116, 0
101692, HM5901698574123, 0
101693, HM5901698574130, 0
101694, HM5901698578176, 0
101695, HM5901698578183, 0
101696, HM5901698578190, 0
101697, HM5901698578206, 0
101698, HM5902627612183, 0
101699, HM5902627612190, 0
101700, HM5902627612206, 0
101701, HM5902627612213, 0
101702, HM5902627618253, 0
101703, HM5901698576370, 0
101704, HM5907546502195, 0
101705, HM5901698576387, 0
101706, HM5902627618260, 0
101707, HM5902627618277, 0
101708, HM5902627618598, 0
101709, HM5902627603174, 0
101710, HM5902627603181, 0
101711, HM5902627603198, 0
101712, HM5902627603211, 0
101713, HM5902627603228, 0
101714, HM5902627603235, 0
101715, HM5902627619762, 0
101716, HM5902627619786, 0
101717, HM5902627619809, 0
101718, HM5907546506186, 0
101719, HM5902627620089, 0
101720, HM5902627620096, 0
101721, HM5902627621918, 0
101722, HM5902627621932, 0
101723, HM5902627621956, 0
101724, HM5907546500139, 0
101725, HM5902627614552, 0
101726, HM5902627614545, 0
101727, HM5902627613579, 0
101728, HM5902627602054, 0
101729, HM5902627614569, 0
101730, HM5907546500283, 0
101731, HM5907546500290, 0
101732, HM5907546500313, 0
101733, HM5907546500320, 0
101734, HM5902627622496, 0
101735, HM5902627618505, 0
101736, HM5907546501358, 0
101737, HM5907546501372, 0
101738, HM5907546500351, 0
101739, HM5907546500375, 0
101740, HM5902627620133, 0
101741, HM5907546501433, 0
101742, HM5907546501440, 0
101743, HM5907546501457, 0
101744, HM5907546501464, 0
101745, HM5902627620027, 0
101746, HM5902627620041, 0
101747, HM5902627620065, 0
101748, HM5902627620225, 0
101749, HM5902627613623, 0
101750, HM5902627615160, 0
101751, HM5902627615177, 0
101752, HM5901698570545, 0
101753, HM5901698570552, 0
101754, HM5901698570583, 0
101755, HM5901698570651, 0
101756, HM5901698572761, 0
101757, HM5902627619892, 0
101758, HM5902627619908, 0
101759, HM5902627619915, 0
101760, HM5902627602696, 0
101761, HM5902627613609, 0
101762, HM5902627615467, 0
101763, HM5901698571719, 0
101764, HM5901698570828, 0
101765, HM5902627614996, 0
101766, HM5902627614972, 0
101767, HM5902627615009, 0
101768, HM5902627615016, 0
101769, HM5902627614989, 0
101770, HM5907546500955, 0
101771, HM5907546500979, 0
101772, HM5907546500993, 0
101773, HM5907546501037, 0
101774, HM5902627617850, 0
101775, HM5902627617874, 0
101776, HM5902627617898, 0
101777, HM5902627620171, 0
101778, HM5902627620157, 0
101779, HM5902627617911, 0
101780, HM5902627617935, 0
101781, HM5902627617959, 0
101782, HM5902627619311, 0
101783, HM5902627619335, 0
101784, HM5902627616983, 0
101785, HM5902627616990, 0
101786, HM5902627617034, 0
101787, HM5902627617058, 0
101788, HM5902627617072, 0
101789, HM5907546504953, 0
101790, HM5907546504960, 0
101791, HM5907546504946, 0
101792, HM5902627617836, 0
101793, HM5902627618895, 0
101794, HM5902627618031, 0
101795, HM5902627618055, 0
101796, HM5902627618079, 0
101797, HM5902627618093, 0
101798, HM5902627621215, 0
101799, HM5902627621239, 0
101800, HM5902627621253, 0
101801, HM5902627621277, 0
101802, HM5902627621291, 0
101803, HM5902627621611, 0
101804, HM5902627621628, 0
101805, HM5902627621635, 0
101806, HM5902627621642, 0
101807, HM5902627621659, 0
101808, HM5902627621666, 0
101809, HM5902627621673, 0
101810, HM5902627621680, 0
101811, HM5902627621697, 0
101812, HM5902627621703, 0
101813, HM5902627621710, 0
101814, HM5902627621727, 0
101815, HM5902627621734, 0
101816, HM5902627621741, 0
101817, HM5902627621758, 0
101818, HM5902539714555, 0
101819, HM5902539711356, 0
101820, HM5902539711332, 0
101821, HM5902539711318, 0
101822, HM5902539711288, 0
101823, HM5902539711295, 0
101824, HM5902539715002, 0
101825, HM5902539715019, 0
101826, HM5902539700107, 0
101827, HM5902539716627, 0
101828, HM5902539700121, 0
101829, HM5902539713145, 0
101830, HM5902539713152, 0
101831, HM5902539711059, 0
101832, HM5902539711042, 0
101833, HM5901878684260, 0
101834, HM5901878684277, 0
101835, HM5901878684284, 0
101836, HM5901878684291, 0
101837, HM5901878684307, 0
101838, HM5901878684826, 0
101839, HM5902539716900, 0
101840, HM5902539715125, 0
101841, HM5902539716917, 0
101842, HM5902539716924, 0
101843, HM5902539716658, 0
101844, HM5902539716573, 0
101845, HM5902539716580, 0
101846, HM5902539716566, 0
101847, HM5902539717068, 0
101848, HM5902539711073, 0
101849, HM5902539711080, 0
101850, HM5902539711097, 0
101851, HM5902539713060, 0
101852, HM5902539713077, 0
101853, HM5902539713084, 0
101854, HM5901878684314, 0
101855, HM5901878684321, 0
101856, HM5902539714630, 0
101857, HM5902539714647, 0
101858, HM5902539714661, 0
101859, HM5902539714654, 0
101860, HM5902539714678, 0
101861, HM5901878684727, 0
101862, HM5902539717495, 0
101863, HM5902539717488, 0
101864, HM5902539717570, 0
101865, HM5902539717501, 0
101866, HM5902539717471, 0
101867, HM5902539717464, 0
101868, HM5902539713497, 0
